Time (sec),Pedal Position(%) wped_w,Engine Speed(RPM) nmot_w,Vehicle Speed(KMH) vfzg_w,Actual Boost Pressure(mBar) pvdkds_w,Desired Boost Pressure(mBar) plsol_w,Lambda Actual Value(Lambda) lamsoni_w,Lambda Target Value(Lambda) lamsons_w,Lambda BTS Value(Lambda) lambts_w,Lambda LAMFAW Value(Lambda) lamfa_w,Actual Load(%) rl_w,Requested Load(%) rlsol_w,Max Load(%) rlmax_w,Ignition Angle Output(Deg BTDC) zwout,Actual Ignition Angle(Deg BTDC) zwist,Mass Air Flow(kg/h) mshfm_w,Lambda Control (Fuel Trim)(%) fr_w,Throttle Angle(%) wdkba,Intake Air Temperature(Deg C) tans,Average Knock Retard(Deg BTDC) wkrma,Cylinder 1 Knock Retard(Deg BTDC) dwkrz_0,Cylinder 2 Knock Retard(Deg BTDC) dwkrz_1,Cylinder 3 Knock Retard(Deg BTDC) dwkrz_2,Cylinder 4 Knock Retard(Deg BTDC) dwkrz_3,
24.900,2.6064,1901.5,41.7,1014.1,1001.5,1.0115,1.0000,1.0000,1.0000,13.57,14.25,161.30,25.50,24.75,25.50,1.0000,4.3,15.00,0.00,0.00,0.00,0.00,0.00,
25.000,2.6064,1893.3,41.6,1014.1,1001.5,0.9685,1.0000,1.0000,1.0000,13.83,14.25,161.20,25.50,24.75,25.90,1.0000,4.3,15.00,0.00,0.00,0.00,0.00,0.00,
25.000,2.6064,1897.8,41.5,1010.9,1001.5,0.9673,1.0000,1.0000,1.0000,14.06,14.25,161.18,24.00,23.25,25.00,1.0000,4.3,15.00,0.00,0.00,0.00,0.00,0.00,
25.100,2.1730,1899.3,41.5,1014.1,1001.5,0.9773,1.0000,1.0000,1.0000,13.97,14.25,161.25,24.00,23.25,25.20,1.0000,4.3,15.00,0.00,0.00,0.00,0.00,0.00,
25.200,2.1730,1885.8,41.4,1010.9,1001.5,0.9849,1.0000,1.0000,1.0000,14.13,14.25,162.19,22.50,21.75,27.20,1.0000,4.3,15.00,0.00,0.00,0.00,0.00,0.00,
25.300,2.1730,1896.0,41.3,1014.1,1001.5,0.9927,1.0000,1.0000,1.0000,14.11,14.25,161.37,22.50,21.75,26.70,1.0000,4.3,15.00,0.00,0.00,0.00,0.00,0.00,
25.300,2.1730,1886.3,41.3,1014.1,1001.5,1.0115,1.0000,1.0000,1.0000,14.06,14.25,161.39,21.75,21.00,25.10,1.0000,4.3,15.00,0.00,0.00,0.00,0.00,0.00,
25.400,1.7366,1883.8,41.2,1010.9,1001.5,1.0088,1.0000,1.0000,1.0000,14.18,14.25,161.44,21.00,20.25,25.20,1.0000,4.3,15.00,0.00,0.00,0.00,0.00,0.00,
25.500,1.7366,1877.0,41.1,1010.9,1001.4,1.0076,1.0000,1.0000,1.0000,14.11,14.25,160.76,20.25,19.50,26.00,1.0000,4.3,15.00,0.00,0.00,0.00,0.00,0.00,
25.600,1.7366,1883.0,41.1,1010.9,1001.4,1.0076,1.0000,1.0000,1.0000,14.18,14.25,161.37,19.50,18.75,26.50,1.0000,4.3,15.00,0.00,0.00,0.00,0.00,0.00,
25.600,1.3032,1865.3,41.0,1010.9,1001.4,1.0088,1.0000,1.0000,1.0000,14.23,14.25,160.55,18.00,17.25,27.20,1.0000,4.3,15.00,0.00,0.00,0.00,0.00,0.00,
25.700,1.3032,1876.8,41.0,1010.9,1001.4,1.0063,1.0000,1.0000,1.0000,14.30,14.25,161.18,16.50,15.75,27.20,1.0140,4.3,15.00,0.00,0.00,0.00,0.00,0.00,
25.800,0.8668,1867.5,40.9,1010.9,1001.4,1.0088,1.0000,1.0000,1.0000,14.30,14.25,160.31,15.00,14.25,26.40,1.0155,4.3,15.00,0.00,0.00,0.00,0.00,0.00,
25.900,0.8668,1862.8,40.8,1010.9,1001.4,1.0132,1.0000,1.0000,1.0000,14.30,14.25,160.27,13.50,12.75,25.30,1.0170,4.3,15.00,0.00,0.00,0.00,0.00,0.00,
25.900,0.0000,1850.8,40.7,1010.9,1001.4,1.0076,1.0000,1.0000,1.0000,14.37,14.25,160.34,12.75,12.00,26.40,0.9894,4.3,15.00,0.00,0.00,0.00,0.00,0.00,
26.000,0.0000,1858.5,40.6,1010.9,1001.4,1.0076,1.0000,1.0000,1.0000,14.30,14.25,160.97,6.00,5.25,25.80,0.9920,3.9,15.00,0.00,0.00,0.00,0.00,0.00,
26.100,0.0000,1840.5,40.6,1010.9,1001.4,1.0115,1.0000,1.0000,1.0000,14.23,14.25,159.56,1.50,0.75,24.80,0.9951,3.9,15.00,0.00,0.00,0.00,0.00,0.00,
26.100,0.0000,1849.3,40.4,1010.9,1001.4,1.0232,1.0000,1.0000,1.0000,14.32,14.25,160.27,-1.50,-2.25,26.00,1.0006,3.9,15.00,0.00,0.00,0.00,0.00,0.00,
26.200,0.0000,1842.8,40.4,1010.9,1001.4,1.0400,1.0000,1.0000,1.0000,14.32,14.25,159.66,-3.00,-3.75,27.70,1.0347,3.9,15.00,0.00,0.00,0.00,0.00,0.00,
26.300,0.0000,1832.8,40.3,1010.9,1001.4,1.0664,1.0469,1.0000,1.0000,13.97,9.00,159.40,-2.25,-3.00,18.90,1.0000,2.4,15.00,0.00,0.00,0.00,0.00,0.00,
26.400,0.0000,1831.0,40.2,1014.1,1001.4,1.0735,1.0469,1.0000,1.0000,11.63,9.00,159.89,-2.25,-3.00,15.20,1.0000,2.0,15.00,0.00,0.00,0.00,0.00,0.00,
26.400,0.0000,1814.8,40.0,1014.1,1001.4,1.1834,1.0469,1.0000,1.0000,10.45,9.00,158.98,-2.25,-3.00,15.40,1.0000,2.0,15.00,0.00,0.00,0.00,0.00,0.00,
26.500,0.0000,1820.0,39.9,1014.1,1001.4,1.5063,1.0469,1.0000,1.0000,9.89,9.00,159.40,-2.25,-3.00,15.80,1.0000,2.0,15.00,0.00,0.00,0.00,0.00,0.00,
26.600,0.0000,1807.3,39.8,1010.9,1001.4,1.9099,1.0469,1.0000,1.0000,9.42,9.00,158.88,-2.25,-3.00,15.60,1.0000,2.0,15.00,0.00,0.00,0.00,0.00,0.00,
26.700,0.0000,1806.3,39.7,1014.1,1001.4,2.3684,1.0469,1.0000,1.0000,9.19,9.00,158.74,-2.25,-3.00,15.60,1.0000,2.0,15.00,0.00,0.00,0.00,0.00,0.00,
26.700,0.0000,1801.3,39.5,1014.1,1001.4,2.9800,1.0469,1.0000,1.0000,9.07,9.00,159.16,-2.25,-3.00,16.10,1.0000,2.0,15.00,0.00,0.00,0.00,0.00,0.00,
26.800,0.0000,1795.3,39.4,1014.1,1001.4,3.6948,1.0469,1.0000,1.0000,8.93,9.00,158.55,-2.25,-3.00,15.50,1.0000,2.0,15.00,0.00,0.00,0.00,0.00,0.00,
26.900,0.0000,1789.8,39.3,1014.1,1001.4,4.3999,1.0469,1.0000,1.0000,8.93,9.00,158.91,-2.25,-3.00,15.70,1.0000,2.0,15.00,0.00,0.00,0.00,0.00,0.00,
27.000,0.0000,1779.3,39.2,1014.1,1001.4,4.9666,1.0469,1.0000,1.0000,8.88,9.00,157.62,-2.25,-3.00,15.60,1.0000,2.0,15.00,0.00,0.00,0.00,0.00,0.00,
27.000,0.0000,1782.0,39.0,1014.1,1001.4,5.0000,1.0469,1.0000,1.0000,8.91,9.00,158.51,-2.25,-3.00,15.40,1.0000,2.0,15.00,0.00,0.00,0.00,0.00,0.00,
27.100,0.0000,1767.8,38.9,1014.1,1001.4,5.0000,1.0469,1.0000,1.0000,9.00,9.00,157.85,-2.25,-3.00,15.80,1.0000,2.0,15.00,0.00,0.00,0.00,0.00,0.00,
27.200,0.0000,1771.0,38.8,1014.1,1001.4,5.0000,1.0469,1.0000,1.0000,8.95,9.00,158.02,-2.25,-3.00,15.60,1.0000,2.0,15.00,0.00,0.00,0.00,0.00,0.00,
27.300,0.0000,1761.0,38.7,1014.1,1001.4,5.0000,1.0469,1.0000,1.0000,8.98,9.00,158.06,-2.25,-3.00,15.60,1.0000,2.0,15.00,0.00,0.00,0.00,0.00,0.00,
27.300,0.0000,1751.8,38.6,1014.1,1001.4,5.0000,1.0469,1.0000,1.0000,8.98,9.00,157.31,-3.00,-3.75,15.40,1.0000,1.6,15.00,0.00,0.00,0.00,0.00,0.00,
27.400,1.0865,1753.8,38.4,1014.1,1001.4,5.0000,1.0469,1.0000,1.0000,8.86,9.00,157.66,-3.00,-3.75,14.70,1.0000,1.6,15.00,0.00,0.00,0.00,0.00,0.00,
27.500,1.5199,1737.5,38.3,1014.1,1001.4,5.0000,0.8999,1.0000,1.0000,8.79,14.25,157.10,6.75,6.00,15.10,1.0000,2.7,15.00,0.00,0.00,0.00,0.00,0.00,
27.500,3.2595,1765.5,38.2,1014.1,1001.4,5.0000,0.8999,1.0000,1.0000,10.20,14.60,158.32,-6.75,-7.50,22.30,1.0000,3.5,15.00,0.00,0.00,0.00,0.00,0.00,
27.600,3.6929,1744.3,38.1,1010.9,1001.4,5.0000,0.8999,1.0000,1.0000,11.37,15.16,157.05,31.50,30.75,23.80,1.0000,3.9,15.00,0.00,0.00,0.00,0.00,0.00,
27.700,4.1294,1733.5,38.0,1010.9,1001.4,4.0664,0.8999,1.0000,1.0000,12.82,15.68,156.49,27.75,27.00,26.10,1.0000,3.9,15.00,0.00,0.00,0.00,0.00,0.00,
27.800,6.3024,1732.8,37.9,1010.9,1001.4,2.5132,0.8999,1.0000,1.0000,13.73,18.70,157.10,23.25,22.50,25.80,1.0000,4.3,15.00,0.00,0.00,0.00,0.00,0.00,
27.800,6.7388,1739.5,37.9,1010.9,1001.4,1.6458,0.8999,1.0000,1.0000,14.44,18.91,157.36,21.75,21.00,27.50,1.0000,5.1,15.00,0.00,0.00,0.00,0.00,0.00,
27.900,8.9118,1750.8,37.8,1010.9,1001.4,1.1970,0.8999,1.0000,1.0000,15.98,20.70,157.55,19.50,18.75,31.10,1.0000,5.1,15.00,0.00,0.00,0.00,0.00,0.00,
28.000,9.7817,1749.5,37.8,1010.9,1001.4,1.0076,0.8999,1.0000,1.0000,17.44,22.15,157.45,18.75,18.00,38.30,1.0000,5.9,15.00,0.00,0.00,0.00,0.00,0.00,
28.100,10.6515,1760.8,37.7,1007.7,1001.4,0.9624,0.8999,1.0000,1.0000,19.20,23.13,157.95,15.75,15.00,39.10,1.0000,6.3,15.00,0.00,0.00,0.00,0.00,0.00,
28.100,10.6515,1729.3,37.8,1007.7,1001.4,0.9749,0.8999,1.0000,1.0000,20.84,23.48,156.56,33.75,33.00,41.60,1.0000,6.7,15.00,0.00,0.00,0.00,0.00,0.00,
28.200,11.0849,1728.5,37.7,1007.7,1001.4,0.9812,0.8999,1.0000,1.0000,22.15,24.07,156.87,24.75,24.00,41.40,1.0000,6.7,15.00,0.00,0.00,0.00,0.00,0.00,
28.300,11.0849,1729.8,37.7,1007.7,1001.4,0.9736,0.9746,1.0000,1.0000,23.06,24.52,157.05,21.00,20.25,41.20,1.0000,6.7,15.00,0.00,0.00,0.00,0.00,0.00,
28.400,11.5213,1732.8,37.7,1010.9,1001.4,0.9700,0.9746,1.0000,1.0000,23.67,25.15,157.22,24.75,24.00,43.10,1.0000,7.1,15.00,0.00,0.00,0.00,0.00,0.00,
28.400,13.2609,1735.0,37.7,1010.9,1001.4,0.9685,0.9746,1.0000,1.0000,24.35,28.31,157.10,33.00,32.25,44.00,1.0000,7.5,15.00,0.00,0.00,0.00,0.00,0.00,
28.500,13.2609,1740.8,37.7,1007.7,1001.4,0.9736,0.9746,1.0000,1.0000,26.13,28.10,157.78,33.00,32.25,49.40,1.0000,7.8,15.00,0.00,0.00,0.00,0.00,0.00,
29.200,15.8704,1780.8,38.4,1014.1,1001.4,1.0051,0.9746,1.0000,1.0000,33.07,32.58,158.37,33.00,32.25,57.80,1.0149,9.4,15.00,0.00,0.00,0.00,0.00,0.00,
29.300,15.8704,1781.3,38.5,1014.1,1001.4,0.9912,0.9746,1.0000,1.0000,33.54,32.60,159.12,33.00,32.25,57.90,1.0211,9.4,15.00,0.00,0.00,0.00,0.00,0.00,
29.300,15.8704,1783.8,38.6,1017.3,1001.4,0.9861,0.9746,1.0000,1.0000,33.47,32.55,158.27,33.00,32.25,57.70,1.0242,9.4,15.00,0.00,0.00,0.00,0.00,0.00,
29.400,15.8704,1791.3,38.7,1020.5,1001.4,0.9773,0.9746,1.0000,1.0000,33.52,32.55,158.65,33.00,32.25,60.00,1.0242,9.4,15.00,0.00,0.00,0.00,0.00,0.00,
29.500,15.8704,1791.5,38.8,1020.5,1001.4,0.9724,0.9746,1.0000,1.0000,33.19,32.51,158.46,33.00,32.25,58.60,1.0233,9.4,15.00,0.00,0.00,0.00,0.00,0.00,
29.600,15.8704,1806.8,39.0,1020.5,1001.4,0.9749,0.9746,1.0000,1.0000,33.38,32.34,159.28,33.00,32.25,57.60,1.0231,9.0,15.00,0.00,0.00,0.00,0.00,0.00,
29.600,15.8704,1800.8,39.1,1023.8,1001.4,0.9724,0.9746,1.0000,1.0000,33.07,32.44,158.67,33.00,32.25,57.90,1.0227,9.0,15.00,0.00,0.00,0.00,0.00,0.00,
29.700,15.8704,1818.5,39.2,1023.8,1001.4,0.9712,0.9746,1.0000,1.0000,33.02,32.06,159.54,33.00,32.25,57.80,1.0229,9.0,15.00,0.00,0.00,0.00,0.00,0.00,
29.800,15.8704,1810.5,39.3,1023.8,1001.4,0.9673,0.9746,1.0000,1.0000,32.74,32.32,159.12,33.00,32.25,56.40,1.0223,9.0,15.00,0.00,0.00,0.00,0.00,0.00,
29.900,15.8704,1826.3,39.4,1027.0,1001.4,0.9685,0.9746,1.0000,1.0000,32.55,32.02,159.47,33.00,32.25,58.10,1.0216,9.0,15.00,0.00,0.00,0.00,0.00,0.00,
29.900,15.8704,1826.8,39.5,1027.0,1001.3,0.9700,0.9746,1.0000,1.0000,32.32,32.23,159.63,33.00,32.25,57.10,1.0215,9.0,15.00,0.00,0.00,0.00,0.00,0.00,
30.000,16.3038,1829.3,39.6,1027.0,1001.3,0.9673,0.9746,1.0000,1.0000,32.34,33.14,159.82,33.00,32.25,58.50,1.0206,9.0,15.00,0.00,0.00,0.00,0.00,0.00,
30.100,17.1736,1833.0,39.7,1027.0,1001.3,0.9700,0.9746,1.0000,1.0000,32.25,35.58,160.08,33.00,32.25,56.40,1.0211,9.4,15.00,0.00,0.00,0.00,0.00,0.00,
30.100,17.1736,1844.3,39.8,1027.0,1001.4,0.9712,0.9746,1.0000,1.0000,33.66,35.37,159.96,33.00,32.25,68.00,1.0210,10.2,15.00,0.00,0.00,0.00,0.00,0.00,
30.200,17.6100,1852.3,39.9,1027.0,1001.4,0.9773,0.9746,1.0000,1.0000,35.48,36.33,160.69,33.75,33.00,69.60,1.0230,10.2,15.00,0.00,0.00,0.00,0.00,0.00,
30.300,18.0434,1849.5,40.0,1027.0,1001.4,1.0000,0.9746,1.0000,1.0000,36.16,37.52,160.10,33.75,33.00,68.60,1.0280,10.6,15.00,0.00,0.00,0.00,0.00,0.00,
30.400,19.3466,1866.8,40.2,1030.2,1001.4,0.9971,0.9746,1.0000,1.0000,36.94,41.25,161.06,33.00,32.25,69.00,1.0319,11.4,15.00,0.00,0.00,0.00,0.00,0.00,
30.500,19.3466,1866.8,40.3,1030.2,1001.4,0.9885,0.9746,1.0000,1.0000,39.52,41.25,160.48,33.00,32.25,80.20,1.0376,12.5,15.00,0.00,0.00,0.00,0.00,0.00,
30.500,19.3466,1883.5,40.5,1033.4,1001.4,0.9971,0.9746,1.0000,1.0000,41.13,40.88,161.41,33.00,32.25,79.30,1.0413,12.5,15.00,0.00,0.00,0.00,0.00,0.00,
30.600,18.9132,1878.5,40.6,1036.6,1001.3,0.9873,0.9746,1.0000,1.0000,41.60,39.82,161.27,32.25,31.50,76.40,1.0427,12.2,15.00,0.00,0.00,0.00,0.00,0.00,
30.700,19.3466,1893.8,40.8,1039.8,1001.3,0.9624,0.9746,1.0000,1.0000,41.23,40.88,161.55,33.00,32.25,72.50,1.0426,11.8,15.00,0.00,0.00,0.00,0.00,0.00,
30.800,19.3466,1893.5,40.9,1043.0,1001.3,0.9473,0.9746,1.0000,1.0000,40.31,41.02,161.11,33.00,32.25,72.20,1.0392,11.8,15.00,0.00,0.00,0.00,0.00,0.00,
30.800,23.9124,1913.5,41.1,1046.3,1186.6,0.9343,0.9746,1.0000,1.0000,39.89,59.16,162.38,33.00,32.25,73.60,1.0310,12.5,15.00,0.00,0.00,0.00,0.00,0.00,
30.900,25.2187,1920.0,41.3,1020.5,1219.9,0.9255,0.9746,1.0000,1.0000,50.13,64.64,162.14,32.25,31.50,166.70,1.0228,28.2,15.00,0.00,0.00,0.00,0.00,0.00,
31.000,35.6535,1968.5,41.5,1036.6,1559.3,1.0166,0.9746,1.0000,1.0000,61.22,96.68,167.84,29.25,28.50,133.30,1.0266,32.2,15.00,0.00,0.00,0.00,0.00,0.00,
31.100,38.6963,1928.5,41.7,1049.5,1588.6,0.9648,0.9746,1.0000,1.0000,64.85,107.23,163.15,26.25,25.50,133.50,1.0298,36.1,15.00,0.00,0.00,0.00,0.00,0.00,
31.100,43.6985,1985.5,42.0,1062.3,1713.8,0.9387,0.9746,1.0000,1.0000,68.67,118.92,166.80,27.00,26.25,142.50,1.0299,52.9,15.00,0.00,0.00,0.00,0.00,0.00,
31.200,44.1319,1971.0,42.3,1072.0,1765.4,0.9290,0.9746,1.0000,1.0000,68.84,118.27,161.06,27.00,26.25,148.30,1.0196,65.1,15.00,0.00,0.00,0.00,0.00,0.00,
31.300,47.8279,2006.3,42.6,1088.1,1918.0,0.9334,0.9746,1.0000,1.0000,72.91,132.45,164.91,26.25,25.50,151.30,1.0106,74.9,15.00,0.00,0.00,0.00,0.00,0.00,
31.400,50.4374,2016.5,43.0,1104.2,2011.1,0.9512,0.9746,1.0000,1.0000,75.61,137.60,162.49,27.00,26.25,165.00,1.0054,83.9,15.00,0.00,0.00,0.00,0.00,0.00,
31.400,51.3072,2037.8,43.4,1123.5,1989.4,0.9485,0.9746,1.0000,1.0000,80.86,144.00,167.09,25.50,24.75,167.80,1.0019,87.8,15.00,0.00,0.00,0.00,0.00,0.00,
31.500,51.7406,2060.5,43.8,1142.8,1895.4,0.9321,0.9746,1.0000,1.0000,83.16,138.23,167.04,25.50,24.75,174.40,1.0000,91.4,15.00,0.00,0.00,0.00,0.00,0.00,
31.600,51.7406,2082.0,44.2,1162.1,1925.7,0.9255,1.0000,1.0000,1.0000,85.90,143.88,167.70,24.00,23.25,176.70,1.0000,93.7,15.00,0.00,0.00,0.00,0.00,0.00,
31.700,50.8707,2100.5,44.6,1181.4,1860.5,0.9148,1.0000,1.0000,1.0000,88.03,141.21,164.91,25.50,24.75,190.30,1.0000,95.3,15.00,0.00,0.00,0.00,0.00,0.00,
31.700,53.4802,2126.5,45.0,1203.9,1912.5,0.9299,1.0000,1.0000,1.0000,89.25,145.50,163.41,25.50,24.75,198.80,1.0009,96.5,15.00,0.00,0.00,0.00,0.00,0.00,
31.800,71.7434,2147.8,45.5,1223.2,2137.6,0.9377,1.0000,1.0000,1.0000,90.56,162.56,162.56,25.50,24.75,203.50,0.9859,97.3,15.00,0.00,0.00,0.00,0.00,0.00,
31.900,100.0049,2171.3,46.0,1245.7,2131.6,0.9561,0.9297,1.0000,0.9297,94.01,162.70,162.70,23.25,22.50,215.60,0.9725,98.0,15.00,0.00,0.00,0.00,0.00,0.00,
32.000,100.0049,2200.3,46.5,1274.7,2120.8,0.9436,0.9297,1.0000,0.9297,96.75,162.87,162.87,22.50,21.75,221.80,0.9687,98.0,15.00,0.00,0.00,0.00,-2.25,0.00,
32.100,100.0049,2221.0,47.0,1300.4,2117.0,0.9233,0.9219,0.9844,0.9219,98.72,161.74,161.74,22.50,21.75,225.20,0.9750,98.8,15.00,0.00,0.00,0.00,-2.25,0.00,
32.100,100.0049,2247.5,47.5,1326.2,2110.4,0.9233,0.9219,0.9609,0.9219,100.92,162.56,162.56,21.00,20.25,233.40,0.9759,99.2,15.00,0.00,0.00,0.00,-2.25,0.00,
32.200,100.0049,2269.8,48.0,1351.9,2115.5,0.9092,0.9219,0.9609,0.9219,102.68,162.16,162.16,21.00,20.25,241.20,0.9739,99.2,15.00,0.00,0.00,0.00,-2.25,0.00,
32.300,100.0049,2312.3,48.7,1384.1,2110.1,0.9104,0.9219,0.9453,0.9219,105.75,162.00,162.00,20.25,19.50,253.00,0.9723,99.2,15.00,0.00,0.00,0.00,-2.25,0.00,
32.400,100.0049,2329.0,49.3,1416.3,2114.1,0.8928,0.9219,0.9453,0.9219,106.69,161.48,161.48,20.25,19.50,255.70,0.9698,99.2,15.00,0.00,0.00,0.00,-2.25,0.00,
32.400,100.0049,2364.0,49.8,1442.0,2122.1,0.9170,0.9219,0.9531,0.9219,111.28,162.89,162.89,19.50,18.75,277.90,0.9657,99.6,15.00,0.00,0.00,0.00,-2.25,0.00,
32.500,100.0049,2393.0,50.4,1470.9,2115.4,0.9202,0.9141,0.9609,0.9141,114.42,162.42,162.42,18.00,17.25,281.50,1.0013,99.6,15.00,0.00,0.00,0.00,-2.25,0.00,
32.600,100.0049,2421.0,51.0,1503.1,2109.5,0.8818,0.9141,0.9531,0.9141,116.58,162.47,162.47,15.75,15.00,292.00,1.0006,99.6,15.00,0.00,0.00,0.00,-2.25,0.00,
32.700,100.0049,2449.5,51.6,1538.5,2108.0,0.8875,0.9141,0.9531,0.9141,119.77,162.56,162.56,17.25,16.50,308.00,0.9938,99.2,15.00,0.00,0.00,0.00,-2.25,0.00,
32.700,100.0049,2481.0,52.2,1573.8,2106.3,0.8862,0.9141,0.9453,0.9141,122.58,162.49,162.49,16.50,15.75,316.30,0.9889,99.6,15.00,0.00,0.00,0.00,-2.25,0.00,
32.800,100.0049,2517.5,52.9,1618.9,2103.0,0.8918,0.9141,0.9297,0.9141,127.48,162.98,162.98,13.50,12.75,330.60,0.9815,99.2,15.00,0.00,0.00,0.00,-2.25,0.00,
32.900,100.0049,2550.8,53.6,1654.3,2096.8,0.8950,0.8984,0.8984,0.9141,131.81,162.59,162.59,15.00,14.25,356.10,1.0000,99.6,15.00,0.00,0.00,0.00,-2.25,0.00,
33.000,100.0049,2592.8,54.4,1712.2,2096.2,0.8831,0.8984,0.8984,0.9063,137.72,162.98,162.98,13.50,12.75,378.80,1.0000,99.6,15.00,0.00,0.00,0.00,-2.25,0.00,
33.000,100.0049,2621.5,55.1,1779.8,2089.4,0.8677,0.8984,0.8984,0.9063,144.05,163.08,163.08,12.00,11.25,400.20,1.0000,99.6,15.00,0.00,0.00,0.00,-2.25,0.00,
33.100,100.0049,2667.3,55.9,1828.0,2091.7,0.8723,0.8984,0.8984,0.9063,147.84,163.62,163.62,12.00,11.25,410.50,0.9986,99.2,15.00,0.00,0.00,0.00,-2.25,0.00,
33.200,100.0049,2694.8,56.8,1902.0,2091.1,0.8677,0.8984,0.8984,0.9063,154.57,163.57,163.57,10.50,9.75,443.40,0.9871,99.2,15.00,0.00,0.00,0.00,-2.25,0.00,
33.300,100.0049,2744.5,57.5,1966.3,2093.4,0.8799,0.8984,0.8984,0.9063,161.09,164.34,164.34,8.25,7.50,465.20,0.9792,99.2,15.00,0.00,0.00,0.00,0.00,0.00,
33.300,100.0049,2775.3,58.3,2037.1,2087.0,0.8760,0.8984,0.8984,0.8984,167.74,164.20,164.20,7.50,6.75,491.60,0.9751,99.2,15.00,0.00,0.00,0.00,0.00,0.00,
33.400,100.0049,2808.0,59.1,2095.0,2088.7,0.9126,0.8984,0.8984,0.8984,174.16,164.48,164.48,6.00,5.25,515.80,0.9773,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
33.500,100.0049,2871.5,59.9,2178.7,2090.4,0.8906,0.8984,0.8984,0.8984,180.96,165.30,165.30,5.25,4.50,528.70,0.9826,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
33.600,100.0049,2885.5,60.8,2230.2,2085.7,0.8940,0.8984,0.8984,0.8984,182.65,163.99,163.99,5.25,4.50,543.40,0.9805,99.2,15.00,0.00,0.00,0.00,0.00,0.00,
33.600,100.0049,2951.3,61.6,2275.2,2097.9,0.8809,0.8906,0.8984,0.8906,185.25,165.54,165.54,6.00,5.25,548.10,0.9753,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
33.700,100.0049,2958.8,62.5,2297.7,2092.9,0.8853,0.8906,0.8984,0.8906,184.73,165.26,165.26,5.25,4.50,534.50,0.9748,99.2,15.00,0.00,0.00,0.00,0.00,0.00,
33.800,100.0049,3038.8,63.4,2297.7,2099.6,0.8760,0.8906,0.8984,0.8906,182.84,166.57,166.57,6.75,6.00,536.30,0.9797,99.2,15.00,0.00,0.00,0.00,0.00,0.00,
33.900,100.0049,3049.3,64.3,2288.0,2085.9,0.8928,0.8906,0.8984,0.8828,180.19,165.84,165.84,6.00,5.25,525.80,0.9775,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
33.900,100.0049,3117.8,65.2,2265.5,2090.4,0.8704,0.8828,0.8984,0.8828,177.84,165.87,165.87,6.75,6.00,538.20,0.9766,99.2,15.00,0.00,0.00,0.00,0.00,0.00,
34.000,100.0049,3152.3,66.4,2259.1,2093.0,0.8962,0.8828,0.8984,0.8828,177.52,165.87,165.87,6.75,6.00,539.90,0.9832,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
34.100,100.0049,3206.3,67.5,2239.8,2097.6,0.9224,0.8828,0.8984,0.8828,177.52,165.87,165.87,6.75,6.00,552.50,1.0008,99.2,15.00,0.00,0.00,0.00,0.00,0.00,
34.200,100.0049,3256.5,68.3,2249.5,2105.9,0.8640,0.8828,0.8984,0.8828,176.88,166.69,166.69,6.75,6.00,560.90,1.0036,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
34.300,100.0049,3272.5,69.3,2243.0,2103.7,0.8743,0.8828,0.8984,0.8828,176.46,166.36,166.36,7.50,6.75,553.70,0.9988,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
34.300,100.0049,3347.8,70.1,2236.6,2105.5,0.8789,0.8750,0.8984,0.8750,174.40,166.29,166.29,8.25,7.50,571.50,0.9975,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
34.400,100.0049,3366.0,71.1,2220.5,2109.3,0.8743,0.8750,0.8984,0.8750,173.81,166.52,166.52,9.00,8.25,566.70,0.9990,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
34.500,100.0049,3434.3,72.0,2210.8,2111.3,0.8928,0.8750,0.8984,0.8750,172.22,166.36,166.36,9.00,8.25,567.40,1.0062,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
34.600,100.0049,3446.5,72.9,2210.8,2119.5,0.8687,0.8750,0.8984,0.8750,173.18,166.55,166.55,9.75,9.00,593.10,1.0111,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
34.600,100.0049,3523.5,73.8,2204.4,2126.7,0.8770,0.8750,0.8984,0.8750,172.57,167.53,167.53,9.75,9.00,591.60,1.0187,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
34.700,100.0049,3527.3,74.7,2194.8,2120.2,0.9136,0.8750,0.8984,0.8750,170.70,166.83,166.83,10.50,9.75,582.50,1.0294,99.2,15.00,0.00,0.00,0.00,0.00,0.00,
34.800,100.0049,3607.0,75.6,2201.2,2126.5,0.8611,0.8750,0.8984,0.8672,168.89,167.02,167.02,10.50,9.75,593.50,1.0356,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
34.800,100.0049,3612.3,76.6,2191.5,2128.1,0.8818,0.8672,0.8984,0.8672,169.83,167.11,167.11,9.75,9.00,605.40,1.0316,99.6,15.00,0.00,0.00,0.00,0.00,0.00,
