Time (sec),Pedal Position(%) wped_w,Engine Speed(RPM) nmot_w,Vehicle Speed(KMH) vfzg_w,Actual Boost Pressure(mBar) pvdkds_w,Desired Boost Pressure(mBar) plsol_w,Lambda Actual Value(Lambda) lamsoni_w,Lambda Target Value(Lambda) lamsons_w,Lambda BTS Value(Lambda) lambts_w,Lambda LAMFAW Value(Lambda) lamfa_w,Actual Load(%) rl_w,Requested Load(%) rlsol_w,Max Load(%) rlmax_w,Ignition Angle Output(Deg BTDC) zwout,Actual Ignition Angle(Deg BTDC) zwist,Mass Air Flow(kg/h) mshfm_w,Lambda Control (Fuel Trim)(%) fr_w,Throttle Angle(%) wdkba,Intake Air Temperature(Deg C) tans,Average Knock Retard(Deg BTDC) wkrma,Cylinder 1 Knock Retard(Deg BTDC) dwkrz_0,Cylinder 2 Knock Retard(Deg BTDC) dwkrz_1,Cylinder 3 Knock Retard(Deg BTDC) dwkrz_2,Cylinder 4 Knock Retard(Deg BTDC) dwkrz_3,
54.800,25.6521,2908.8,83.3,1084.9,1202.8,0.9661,0.9746,1.0000,1.0000,58.83,63.84,167.30,33.00,32.25,177.70,1.0492,23.5,17.25,0.00,0.00,0.00,0.00,0.00,
54.900,26.0885,2933.0,83.5,1100.9,1164.4,0.9192,0.9746,1.0000,1.0000,62.95,65.67,165.07,32.25,31.50,204.80,1.0382,29.8,17.25,0.00,0.00,0.00,0.00,0.00,
54.900,29.5647,2935.3,83.7,1129.9,1350.2,0.9448,0.9746,1.0000,1.0000,69.75,79.08,165.73,31.50,30.75,224.30,1.0243,32.2,17.25,0.00,0.00,0.00,0.00,0.00,
55.000,31.3044,2943.8,83.9,1162.1,1384.8,0.9233,0.9746,1.0000,1.0000,72.91,85.52,165.52,30.75,30.00,225.00,1.0175,34.5,17.25,0.00,0.00,0.00,0.00,0.00,
55.100,32.8273,2954.5,84.1,1200.7,1425.6,0.9104,0.9746,1.0000,1.0000,77.09,89.53,167.67,30.00,29.25,245.20,1.0027,35.7,17.25,0.00,0.00,0.00,0.00,0.00,
55.200,34.3503,2973.8,84.4,1245.7,1492.3,0.9299,1.0000,1.0000,1.0000,81.61,96.40,166.17,29.25,28.50,263.00,1.0000,36.5,17.25,0.00,0.00,0.00,0.00,0.00,
55.200,35.2201,2972.0,84.6,1287.6,1519.1,0.9365,1.0000,1.0000,1.0000,85.13,98.16,165.84,30.00,29.25,277.50,1.0000,36.9,17.25,0.00,0.00,0.00,0.00,0.00,
55.300,37.3931,2989.0,84.9,1329.4,1596.9,0.9399,1.0000,1.0000,1.0000,90.59,108.12,166.57,29.25,28.50,295.50,1.0000,36.5,17.25,0.00,0.00,0.00,0.00,0.00,
55.400,37.8265,3001.0,85.2,1377.7,1619.2,0.9524,1.0000,1.0000,1.0000,93.40,109.57,165.47,28.50,27.75,299.40,1.0000,38.4,17.25,0.00,0.00,0.00,0.00,0.00,
55.500,37.8265,3015.0,85.5,1425.9,1591.4,0.9636,1.0000,1.0000,1.0000,101.86,109.78,168.02,27.75,27.00,336.70,1.0000,42.4,17.25,0.00,0.00,0.00,0.00,0.00,
55.500,39.5661,3033.5,85.9,1480.5,1624.3,0.9812,1.0000,1.0000,1.0000,106.45,116.81,166.66,26.25,25.50,338.80,1.0000,43.9,17.25,0.00,0.00,0.00,0.00,0.00,
55.600,40.0026,3038.3,86.3,1525.6,1596.6,0.9985,0.9922,0.9922,1.0000,115.17,117.63,168.14,24.00,23.25,366.50,1.0001,57.6,17.25,0.00,0.00,0.00,0.00,0.00,
55.700,40.8724,3073.8,86.7,1567.4,1597.8,0.9585,0.9922,0.9922,1.0000,121.13,121.20,167.46,21.75,21.00,384.60,1.0009,67.5,17.25,0.00,0.00,0.00,0.00,0.00,
55.800,40.8724,3071.5,87.2,1612.5,1607.2,0.9512,0.9531,0.9531,1.0000,122.41,119.30,165.91,21.75,21.00,382.40,1.0000,73.7,17.25,0.00,0.00,0.00,0.00,0.00,
55.900,41.7422,3099.8,87.6,1625.3,1606.9,0.9436,0.9453,0.9453,1.0000,122.51,119.77,166.45,20.25,19.50,375.80,1.0000,72.5,17.25,0.00,0.00,0.00,0.00,0.00,
55.900,41.7422,3118.8,88.1,1631.8,1603.2,0.9312,0.9453,0.9453,1.0000,122.18,119.55,165.47,21.00,20.25,373.60,0.9971,72.9,17.25,0.00,0.00,0.00,0.00,0.00,
56.000,43.9152,3133.8,88.6,1628.5,1677.9,0.9246,0.9531,0.9531,1.0000,121.97,126.98,165.84,21.75,21.00,372.40,0.9936,75.3,17.25,0.00,0.00,0.00,0.00,0.00,
56.100,44.3486,3156.8,89.2,1622.1,1688.6,0.9624,0.9531,0.9531,1.0000,120.63,128.48,166.34,21.75,21.00,367.10,0.9954,83.9,17.25,0.00,0.00,0.00,0.00,0.00,
56.200,48.0446,3171.8,89.7,1609.2,1822.6,0.9685,0.9531,0.9375,1.0000,123.77,141.52,168.87,21.00,20.25,389.50,1.0011,89.0,17.25,0.00,0.00,0.00,0.00,0.00,
56.200,49.7842,3193.8,90.2,1615.7,1892.4,0.9800,0.9375,0.9375,1.0000,125.34,147.82,165.73,19.50,18.75,400.80,1.0082,92.2,17.25,0.00,0.00,0.00,0.00,0.00,
56.300,52.8301,3205.0,90.7,1641.4,1943.1,0.9268,0.9297,0.9297,1.0000,127.55,151.97,166.27,19.50,18.75,418.40,1.0117,93.7,17.25,0.00,0.00,0.00,0.00,0.00,
56.400,54.1333,3235.0,91.2,1686.5,1954.1,0.9224,0.9063,0.9063,1.0000,133.29,152.65,166.38,18.75,18.00,463.20,1.0071,94.9,17.25,0.00,0.00,0.00,0.00,0.00,
56.500,54.1333,3253.0,91.8,1766.9,1969.2,0.9038,0.8984,0.8984,1.0000,140.32,153.75,166.24,17.25,16.50,498.80,1.0084,96.5,17.25,0.00,0.00,0.00,0.00,0.00,
56.500,54.5667,3275.8,92.4,1873.0,1977.9,0.9016,0.8984,0.8984,1.0000,149.39,154.69,166.24,15.00,14.25,535.50,1.0168,97.3,17.25,0.00,0.00,0.00,0.00,0.00,
56.600,54.5667,3295.3,93.0,1963.1,1965.5,0.9092,0.8984,0.8984,1.0000,156.23,153.56,166.41,13.50,12.75,547.40,1.0207,98.0,17.25,0.00,0.00,0.00,0.00,0.00,
56.700,55.4365,3320.0,93.5,2037.1,1999.6,0.8853,0.8984,0.8984,1.0000,160.62,156.14,166.29,12.00,11.25,544.50,1.0266,98.4,17.25,0.00,0.00,0.00,0.00,0.00,
56.800,56.7428,3340.8,94.1,2078.9,2018.5,0.8918,0.8984,0.8984,1.0000,162.52,158.09,166.88,11.25,10.50,529.70,1.0281,98.8,17.25,0.00,0.00,0.00,0.00,0.00,
56.800,58.0460,3369.5,94.8,2104.7,2030.1,0.8884,0.8984,0.8984,1.0000,161.79,158.88,166.64,12.00,11.25,532.50,1.0293,98.8,17.25,0.00,0.00,0.00,0.00,0.00,
56.900,58.4824,3382.5,95.4,2098.2,2035.7,0.8840,0.8984,0.8984,1.0000,161.16,159.19,166.48,12.00,11.25,533.00,1.0248,99.2,17.25,0.00,0.00,0.00,0.00,0.00,
57.000,59.7856,3408.3,96.2,2091.8,2069.4,0.8875,0.8984,0.8984,1.0000,159.94,161.67,166.57,12.00,11.25,534.30,1.0309,99.2,17.25,0.00,0.00,0.00,0.00,0.00,
57.100,65.2212,3445.5,96.8,2078.9,2117.9,0.8884,0.8984,0.8984,1.0000,159.49,165.40,166.78,12.75,12.00,531.00,1.0280,99.2,17.25,0.00,0.00,0.00,0.00,0.00,
57.200,65.6546,3455.0,97.5,2066.1,2125.5,0.9268,0.8984,0.8984,1.0000,159.52,166.76,166.80,12.75,12.00,532.40,1.0370,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
57.200,67.3943,3479.8,98.3,2066.1,2127.2,0.9070,0.8984,0.8984,1.0000,160.62,166.55,166.55,12.00,11.25,554.80,1.0386,99.2,17.25,0.00,0.00,0.00,0.00,0.00,
57.300,69.1339,3511.5,98.9,2078.9,2130.4,0.8884,0.8984,0.8984,0.9766,161.25,166.83,166.83,12.00,11.25,571.50,1.0442,99.2,17.25,0.00,0.00,0.00,0.00,0.00,
57.400,73.4830,3534.8,99.6,2098.2,2135.3,0.9070,0.8984,0.8984,0.9531,163.20,167.23,167.23,12.75,12.00,569.00,1.0430,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
57.500,75.2226,3547.3,100.2,2130.4,2133.3,0.8667,0.8984,0.8984,0.9297,164.51,167.02,167.02,12.00,11.25,586.00,1.0426,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
57.500,79.5687,3569.5,101.1,2156.1,2133.0,0.9104,0.8672,0.8984,0.8672,166.95,167.04,167.04,11.25,10.50,599.80,1.0439,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
57.600,80.0051,3610.5,101.7,2191.5,2134.7,0.9070,0.8672,0.8984,0.8672,168.87,167.25,167.25,10.50,9.75,610.80,1.0561,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
57.700,80.0051,3626.5,102.3,2217.3,2133.5,0.9126,0.8672,0.8984,0.8672,171.00,167.02,167.02,9.75,9.00,621.30,1.0747,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
57.800,81.7448,3654.5,103.0,2217.3,2135.7,0.8831,0.8672,0.8984,0.8672,172.55,167.13,167.13,9.75,9.00,625.70,1.0851,99.2,17.25,0.00,0.00,0.00,0.00,0.00,
57.800,83.0480,3677.3,103.6,2223.7,2136.7,0.8733,0.8672,0.8984,0.8672,171.59,166.45,166.45,9.75,9.00,618.30,1.0876,99.2,17.25,0.00,0.00,0.00,0.00,0.00,
57.900,83.9178,3695.3,104.3,2223.7,2147.3,0.8557,0.8672,0.8984,0.8672,170.70,167.32,167.32,9.75,9.00,610.80,1.0905,99.2,17.25,0.00,0.00,0.00,0.00,0.00,
58.000,85.2240,3736.8,105.0,2220.5,2148.7,0.8333,0.8672,0.8984,0.8672,170.58,167.39,167.39,9.75,9.00,623.60,1.0791,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
58.100,85.2240,3736.8,105.7,2223.7,2148.6,0.8140,0.8672,0.8984,0.8672,170.30,167.51,167.51,9.75,9.00,625.40,1.0673,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
58.100,85.2240,3772.0,106.3,2210.8,2147.5,0.8306,0.8672,0.8984,0.8672,168.54,167.25,167.25,10.50,9.75,609.70,1.0558,99.2,17.25,0.00,0.00,0.00,0.00,0.00,
58.200,86.9606,3796.0,107.0,2210.8,2150.7,0.8408,0.8672,0.8984,0.8672,168.59,167.60,167.60,10.50,9.75,624.20,1.0475,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
58.300,87.3971,3806.0,107.6,2210.8,2149.4,0.8379,0.8672,0.8984,0.8672,168.02,167.48,167.48,10.50,9.75,623.50,1.0426,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
58.400,91.7462,3846.0,108.4,2207.6,2151.5,0.8372,0.8594,0.8984,0.8594,167.41,167.70,167.70,10.50,9.75,629.70,1.0365,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
58.400,91.3097,3852.5,109.1,2204.4,2150.5,0.8223,0.8594,0.8984,0.8594,167.48,167.67,167.67,10.50,9.75,633.20,1.0307,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
58.500,94.7890,3890.5,109.7,2198.0,2150.4,0.8723,0.8594,0.8984,0.8594,166.80,168.14,168.14,10.50,9.75,633.20,1.0331,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
58.600,98.0486,3909.8,110.4,2191.5,2145.7,0.8630,0.8594,0.8984,0.8594,165.80,167.84,167.84,11.25,10.50,640.20,1.0362,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
58.700,100.0049,3925.5,111.0,2191.5,2145.1,0.8464,0.8594,0.8984,0.8594,165.47,167.67,167.67,10.50,9.75,629.40,1.0393,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
58.700,100.0049,3947.3,111.7,2181.9,2146.7,0.8464,0.8594,0.8984,0.8594,165.38,167.86,167.86,11.25,10.50,633.20,1.0422,99.2,17.25,0.00,0.00,0.00,0.00,0.00,
58.800,100.0049,3993.0,112.3,2185.1,2146.3,0.8352,0.8594,0.8984,0.8594,165.16,167.93,167.93,11.25,10.50,651.00,1.0408,99.2,17.25,0.00,0.00,0.00,0.00,0.00,
58.900,100.0049,3984.0,113.0,2181.9,2144.3,0.8657,0.8594,0.8984,0.8594,166.01,167.91,167.91,11.25,10.50,639.40,1.0438,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
59.000,100.0049,4023.0,113.6,2165.8,2145.3,0.8528,0.8594,0.8984,0.8594,164.88,168.23,168.23,12.75,11.25,647.20,1.0407,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
59.000,100.0049,4067.0,114.4,2169.0,2143.6,0.8528,0.8594,0.8984,0.8594,163.08,167.98,167.98,13.50,12.00,645.70,1.0342,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
59.100,100.0049,4057.8,115.0,2178.7,2139.4,0.8611,0.8594,0.8906,0.8594,162.94,168.02,168.02,13.50,12.00,640.10,1.0374,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
59.200,100.0049,4096.0,115.7,2172.2,2140.0,0.8743,0.8594,0.8906,0.8594,163.05,168.26,168.26,12.75,11.25,651.70,1.0435,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
59.300,100.0049,4115.8,116.3,2191.5,2135.8,0.8687,0.8594,0.8906,0.8594,162.98,168.05,168.05,12.75,11.25,666.20,1.0490,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
59.300,100.0049,4140.8,117.0,2188.3,2135.2,0.8584,0.8594,0.8906,0.8594,164.04,168.38,168.38,12.75,11.25,665.30,1.0536,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
59.400,100.0049,4158.5,117.6,2201.2,2133.2,0.8296,0.8594,0.8828,0.8594,165.35,168.66,168.66,12.75,11.25,676.40,1.0532,99.2,17.25,0.00,0.00,0.00,0.00,0.00,
59.500,100.0049,4186.3,118.4,2210.8,2125.7,0.8875,0.8594,0.8828,0.8594,165.98,168.28,168.28,12.00,10.50,683.20,1.0547,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
59.600,100.0049,4211.5,119.1,2220.5,2125.4,0.8445,0.8594,0.8750,0.8594,166.52,168.49,168.49,12.00,10.50,686.60,1.0640,99.2,17.25,0.00,0.00,0.00,0.00,0.00,
59.700,98.0486,4239.0,119.7,2210.8,2123.2,0.8547,0.8594,0.8750,0.8594,167.37,168.45,168.45,12.00,10.50,685.80,1.0605,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
59.700,31.5241,4258.8,120.4,2214.1,1610.5,0.8518,0.8594,0.8750,1.0000,166.15,125.58,168.26,8.25,6.75,688.90,1.0644,99.6,17.25,0.00,0.00,0.00,0.00,0.00,
59.800,0.0000,4226.5,121.0,2217.3,1417.1,0.8750,0.8750,0.8750,1.0000,158.16,102.26,168.09,0.00,-1.50,699.20,1.0622,92.9,17.25,0.00,0.00,0.00,0.00,0.00,
59.900,0.0000,4285.5,121.4,2323.4,1319.6,0.8713,0.8750,0.8750,1.0000,131.16,80.39,168.07,-3.00,-4.50,580.60,1.0731,23.1,17.25,0.00,0.00,0.00,0.00,0.00,
60.000,0.0000,4256.5,121.9,2374.8,1220.4,0.7300,0.9219,0.9219,1.0000,90.35,61.64,169.55,9.00,7.50,0.00,1.0462,16.9,17.25,0.00,0.00,0.00,0.00,0.00,
60.000,0.0000,4284.3,122.3,1937.3,1125.1,0.7300,1.0000,1.0000,1.0000,58.92,48.77,168.40,35.25,33.75,25.00,1.0000,15.3,17.25,0.00,0.00,0.00,0.00,0.00,
60.100,0.0000,4268.0,122.5,1705.8,1000.9,0.8352,1.0000,1.0000,1.0000,47.51,29.09,168.05,13.50,12.00,109.10,1.0000,13.3,17.25,0.00,0.00,0.00,0.00,0.00,
60.200,0.0000,4277.8,122.7,1593.2,1000.9,0.8455,1.0000,1.0000,1.0000,32.91,17.70,166.90,13.50,12.00,36.70,1.0000,9.0,17.25,0.00,0.00,0.00,0.00,0.00,
60.300,0.0000,4261.8,122.8,1480.5,1000.8,0.7952,1.0000,1.0000,1.0000,19.73,15.75,167.93,18.00,16.50,13.40,1.0000,6.7,17.25,0.00,0.00,0.00,0.00,0.00,
60.400,0.0000,4225.3,122.8,1397.0,1000.8,0.7771,1.0000,1.0000,1.0000,15.42,15.75,167.09,18.00,16.50,17.60,1.0000,7.1,17.25,0.00,0.00,0.00,0.00,0.00,
60.400,0.0000,4266.0,122.8,1342.3,1000.8,0.7756,1.0000,1.0000,1.0000,14.34,15.75,166.97,12.00,10.50,30.60,1.0000,7.5,17.25,0.00,0.00,0.00,0.00,0.00,
60.500,0.0000,4274.0,122.7,1294.0,1000.9,0.8008,1.0469,1.0000,1.0000,14.30,14.25,166.31,13.50,12.00,40.60,1.0000,7.8,17.25,0.00,0.00,0.00,0.00,0.00,
60.600,0.0000,4239.5,122.6,1258.6,1000.8,0.8760,1.0469,1.0000,1.0000,14.39,14.25,167.09,13.50,12.00,38.60,1.0000,8.2,17.25,0.00,0.00,0.00,0.00,0.00,
60.700,0.0000,4256.5,122.4,1226.4,1000.8,1.9399,1.0469,1.0000,1.0000,13.99,14.25,168.28,13.50,12.00,43.00,1.0000,7.8,17.25,0.00,0.00,0.00,0.00,0.00,
60.700,0.0000,4239.0,122.3,1200.7,1000.8,3.2026,1.0469,1.0000,1.0000,13.62,14.25,167.02,13.50,12.00,46.70,1.0000,8.2,17.25,0.00,0.00,0.00,0.00,0.00,
60.800,0.0000,4239.0,122.1,1178.2,1000.8,4.1331,1.0469,1.0000,1.0000,13.66,14.25,168.33,13.50,12.00,52.40,1.0000,8.2,17.25,0.00,0.00,0.00,0.00,0.00,
60.900,0.0000,4227.0,121.9,1162.1,1000.8,4.7332,1.0469,1.0000,1.0000,13.85,14.25,167.63,13.50,12.00,50.70,1.0000,8.2,17.25,0.00,0.00,0.00,0.00,0.00,
61.000,0.0000,4220.0,121.7,1142.8,1000.8,5.0000,1.0469,1.0000,1.0000,14.16,14.25,168.42,13.50,12.00,55.40,1.0000,8.2,17.25,0.00,0.00,0.00,0.00,0.00,
61.000,0.0000,4216.3,121.4,1129.9,1000.8,5.0000,1.0469,1.0000,1.0000,14.58,14.25,168.35,13.50,12.00,59.00,1.0000,8.6,17.25,0.00,0.00,0.00,0.00,0.00,
61.100,0.0000,4202.8,121.2,1120.3,1000.8,5.0000,1.0469,1.0000,1.0000,14.93,14.25,167.72,13.50,12.00,61.90,1.0000,8.6,17.25,0.00,0.00,0.00,0.00,0.00,
61.200,0.0000,4199.3,121.0,1110.6,1000.8,5.0000,1.0469,1.0000,1.0000,14.98,14.25,168.19,14.25,12.75,56.30,1.0000,8.6,17.25,0.00,0.00,0.00,0.00,0.00,
61.300,0.0000,4186.3,120.8,1104.2,1000.8,5.0000,1.0469,1.0000,1.0000,14.86,14.25,167.51,14.25,12.75,58.40,1.0000,8.6,17.25,0.00,0.00,0.00,0.00,0.00,
61.300,0.0000,4178.3,120.5,1097.7,1000.8,5.0000,1.0469,1.0000,1.0000,14.95,14.25,168.23,14.25,12.75,61.30,1.0000,8.6,17.25,0.00,0.00,0.00,0.00,0.00,
61.400,0.0000,4170.0,120.3,1091.3,1000.8,5.0000,1.0469,1.0000,1.0000,14.77,14.25,168.07,14.25,12.75,58.60,1.0000,8.6,17.25,0.00,0.00,0.00,0.00,0.00,
61.500,0.0000,4158.5,120.1,1088.1,1000.8,5.0000,1.0469,1.0000,1.0000,14.60,14.25,167.81,14.25,12.75,56.60,1.0000,8.6,17.25,0.00,0.00,0.00,0.00,0.00,
61.600,0.0000,4146.5,119.8,1081.6,1000.8,5.0000,1.0469,1.0000,1.0000,14.88,14.25,168.00,14.25,12.75,60.60,1.0000,8.6,17.25,0.00,0.00,0.00,0.00,0.00,
61.700,0.0000,4132.0,119.5,1078.4,1000.8,5.0000,1.0469,1.0000,1.0000,14.65,14.25,168.02,14.25,12.75,58.00,1.0000,8.6,17.25,0.00,0.00,0.00,0.00,0.00,
61.700,0.0000,4129.8,119.2,1075.2,1000.8,5.0000,1.0469,1.0000,1.0000,14.34,14.25,167.79,14.25,12.75,58.30,1.0000,8.6,17.25,0.00,0.00,0.00,0.00,0.00,
61.800,0.0000,4112.8,118.9,1072.0,1000.8,5.0000,1.0469,1.0000,1.0000,14.34,14.25,167.81,13.50,12.00,55.80,1.0000,8.6,17.25,0.00,0.00,0.00,0.00,0.00,
61.900,0.0000,4095.5,118.6,1068.8,1000.8,5.0000,1.0469,1.0000,1.0000,14.46,14.25,167.77,13.50,12.00,57.50,1.0000,8.6,17.25,0.00,0.00,0.00,0.00,0.00,
61.900,0.0000,4081.0,118.2,1068.8,1000.8,5.0000,1.0469,1.0000,1.0000,14.32,14.25,167.41,13.50,12.00,53.80,1.0000,8.2,17.25,0.00,0.00,0.00,0.00,0.00,
62.000,0.0000,4065.5,117.8,1065.6,1000.8,5.0000,1.0469,1.0000,1.0000,14.27,14.25,167.67,13.50,12.00,57.40,1.0000,8.2,17.25,0.00,0.00,0.00,0.00,0.00,
62.100,0.0000,4060.0,117.4,1062.3,1000.8,5.0000,1.0469,1.0000,1.0000,14.41,14.25,167.77,13.50,12.00,55.20,1.0000,8.2,17.25,0.00,0.00,0.00,0.00,0.00,
62.200,0.0000,4050.0,117.1,1062.3,1000.8,5.0000,1.0469,1.0000,1.0000,14.25,14.25,167.74,13.50,12.00,57.40,1.0000,8.2,17.25,0.00,0.00,0.00,0.00,0.00,
62.200,0.0000,4046.8,116.8,1059.1,1000.8,5.0000,1.0469,1.0000,1.0000,14.60,14.25,168.09,13.50,12.00,58.00,1.0000,8.2,17.25,0.00,0.00,0.00,0.00,0.00,
62.300,0.0000,4031.5,116.5,1059.1,1000.8,5.0000,1.0469,1.0000,1.0000,14.34,14.25,167.37,13.50,12.00,53.90,1.0000,8.2,17.25,0.00,0.00,0.00,0.00,0.00,
62.400,0.0000,4020.8,116.2,1055.9,1000.8,5.0000,1.0469,1.0000,1.0000,14.20,14.25,167.84,13.50,12.00,58.30,1.0000,8.2,17.25,0.00,0.00,0.00,0.00,0.00,
62.500,0.0000,4001.0,115.8,1055.9,1000.8,5.0000,1.0469,1.0000,1.0000,14.09,14.25,167.65,13.50,12.00,53.10,1.0000,8.2,17.25,0.00,0.00,0.00,0.00,0.00,
62.500,0.0000,3990.3,115.4,1052.7,1000.8,5.0000,1.0469,1.0000,1.0000,13.95,13.50,167.81,12.00,11.25,51.90,1.0000,8.2,17.25,0.00,0.00,0.00,0.00,0.00,
62.600,0.0000,3980.8,115.1,1052.7,1000.8,5.0000,1.0469,1.0000,1.0000,13.83,13.50,167.70,12.00,11.25,52.10,1.0000,8.2,17.25,0.00,0.00,0.00,0.00,0.00,
62.700,0.0000,3967.5,114.8,1052.7,1000.8,5.0000,1.0469,1.0000,1.0000,13.76,13.50,167.86,12.00,11.25,57.40,1.0000,7.8,17.25,0.00,0.00,0.00,0.00,0.00,
62.800,0.0000,3951.5,114.4,1052.7,1000.8,5.0000,1.0469,1.0000,1.0000,13.38,13.50,167.77,12.00,11.25,51.50,1.0000,7.8,17.25,0.00,0.00,0.00,0.00,0.00,
62.800,0.0000,3938.0,114.1,1052.7,1000.8,5.0000,1.0469,1.0000,1.0000,13.13,13.50,167.86,12.00,11.25,51.50,1.0000,7.8,17.25,0.00,0.00,0.00,0.00,0.00,
62.900,0.0000,3926.0,113.7,1049.5,1000.8,5.0000,1.0469,1.0000,1.0000,13.38,13.50,167.55,12.00,11.25,53.10,1.0000,7.8,17.25,0.00,0.00,0.00,0.00,0.00,
63.000,0.0000,3916.8,113.3,1052.7,1000.8,5.0000,1.0469,1.0000,1.0000,13.36,13.50,167.72,12.00,11.25,51.10,1.0000,7.8,17.25,0.00,0.00,0.00,0.00,0.00,
63.100,0.0000,3909.8,113.0,1049.5,1000.8,5.0000,1.0469,1.0000,1.0000,13.43,13.50,167.67,12.00,11.25,50.20,1.0000,7.8,17.25,0.00,0.00,0.00,0.00,0.00,
63.100,0.0000,3896.0,112.7,1049.5,1000.8,5.0000,1.0469,1.0000,1.0000,13.20,13.50,167.67,12.00,11.25,49.30,1.0000,7.8,17.25,0.00,0.00,0.00,0.00,0.00,
63.200,0.0000,3888.5,112.3,1049.5,1000.8,5.0000,1.0469,1.0000,1.0000,13.05,13.50,167.74,12.00,11.25,48.10,1.0000,7.8,17.25,0.00,0.00,0.00,0.00,0.00,
63.300,0.0000,3873.8,112.1,1046.3,1000.8,5.0000,1.0469,1.0000,1.0000,13.20,13.50,167.63,12.00,11.25,51.50,1.0000,7.8,17.25,0.00,0.00,0.00,0.00,0.00,
63.400,0.0000,3866.8,111.7,1049.5,1000.8,5.0000,1.0469,1.0000,1.0000,12.94,13.50,167.53,12.00,11.25,46.80,1.0000,7.5,17.25,0.00,0.00,0.00,0.00,0.00,
63.400,0.0000,3856.5,111.5,1046.3,1000.8,5.0000,1.0469,1.0000,1.0000,12.91,13.50,167.48,12.00,11.25,48.30,1.0000,7.5,17.25,0.00,0.00,0.00,0.00,0.00,
63.500,0.0000,3843.5,111.2,1046.3,1000.8,5.0000,1.0469,1.0000,1.0000,12.96,13.50,167.53,12.00,11.25,47.20,1.0000,7.5,17.25,0.00,0.00,0.00,0.00,0.00,
63.600,0.0000,3829.3,110.9,1046.3,1000.8,5.0000,1.0469,1.0000,1.0000,13.10,13.50,167.44,11.25,10.50,49.80,1.0000,7.8,17.25,0.00,0.00,0.00,0.00,0.00,
63.600,0.0000,3824.5,110.5,1046.3,1000.8,5.0000,1.0469,1.0000,1.0000,13.13,13.50,167.53,11.25,10.50,49.10,1.0000,7.5,17.25,0.00,0.00,0.00,0.00,0.00,
63.700,0.0000,3818.3,110.2,1046.3,1000.8,5.0000,1.0469,1.0000,1.0000,13.24,13.50,167.55,11.25,10.50,49.80,1.0000,7.5,17.25,0.00,0.00,0.00,0.00,0.00,
63.800,0.0000,3805.0,110.0,1046.3,1000.8,5.0000,1.0469,1.0000,1.0000,13.15,13.50,167.48,11.25,10.50,48.90,1.0000,7.5,17.25,0.00,0.00,0.00,0.00,0.00,
63.900,0.0000,3797.8,109.7,1046.3,1000.8,5.0000,1.0469,1.0000,1.0000,13.01,13.50,167.44,11.25,10.50,47.30,1.0000,7.5,17.25,0.00,0.00,0.00,0.00,0.00,
63.900,0.0000,3792.5,109.4,1043.0,1000.8,5.0000,1.0469,1.0000,1.0000,13.34,13.50,167.41,11.25,10.50,49.90,1.0000,7.5,17.25,0.00,0.00,0.00,0.00,0.00,
64.000,0.0000,3782.0,109.2,1043.0,1000.8,5.0000,1.0469,1.0000,1.0000,13.24,13.50,167.48,11.25,10.50,48.10,1.0000,7.5,17.25,0.00,0.00,0.00,0.00,0.00,
64.100,0.0000,3770.5,109.0,1043.0,1000.8,5.0000,1.0469,1.0000,1.0000,13.20,13.50,167.41,11.25,10.50,49.30,1.0000,7.5,17.25,0.00,0.00,0.00,0.00,0.00,
64.200,0.0000,3758.8,108.7,1043.0,1000.8,5.0000,1.0469,1.0000,1.0000,13.17,13.50,167.39,11.25,10.50,48.50,1.0000,7.5,17.25,0.00,0.00,0.00,0.00,0.00,
64.200,0.0000,3754.0,108.4,1039.8,1000.8,5.0000,1.0469,1.0000,1.0000,13.48,12.75,167.46,11.25,10.50,49.10,1.0000,7.5,17.25,0.00,0.00,0.00,0.00,0.00,
64.300,0.0000,3747.0,108.1,1043.0,1000.8,5.0000,1.0469,1.0000,1.0000,13.10,12.75,167.53,11.25,10.50,43.70,1.0000,7.1,17.25,0.00,0.00,0.00,0.00,0.00,
